"Bug编号","所属产品","所属模块","所属项目","相关需求","相关任务","Bug标题","关键词","严重程度","优先级","Bug类型","操作系统","浏览器","重现步骤","Bug状态","截止日期","激活次数","是否确认","抄送给","由谁创建","创建日期","影响版本","指派给","指派日期","解决者","解决方案","解决版本","解决日期","由谁关闭","关闭日期","重复ID","相关Bug","相关用例","最后修改者","修改日期","附件"
"1780","AC-直播学生端(#10)","通用(#16)","AC_iPhone_1.1.0(#59)","","","iPhone SE的UI没有进行适配","","3","3","界面优化","IOS","","[步骤]
iPhone SE的UI没有进行适配
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-10-30","AC_iphone1.1_10.27(#99)","Closed","2018-11-07","俞立荣","已解决","AC-iphone1.1.1 - 11.1(#121)","2018-11-01","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1782","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","已上过个课程在课程阶段页显示的状态是未上课状态没有黄色对勾。","","3","3","代码错误","Windows","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-30","主干(#trunk)","Closed","2018-10-30","马瑞君","已解决","主干(#trunk)","2018-10-30","许宁","2018-10-30","0","","","许宁","2018-10-30","",""
"1784","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","未购课用户点击预习、绘本或者进入教室都弹以下弹窗。","","3","3","代码错误","Windows","","[步骤]
[结果]

[期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-30","主干(#trunk)","Closed","2018-10-30","马瑞君","已解决","主干(#trunk)","2018-10-30","许宁","2018-10-30","0","","","许宁","2018-10-30","",""
"1785","AC-直播学生端(#10)","通用(#16)","AC_Android_1.1.0(#63)","","","未购课用户弹出了去上课提示框。","","3","3","代码错误","Android","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-30","主干(#trunk)","Closed","2019-01-04","xiang.xiang","无法重现","主干(#trunk)","2018-11-05","黄冬琴","2019-01-04","0","","","黄冬琴","2019-01-04","",""
"1786","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","设备检查页面弹出了进入教室的弹窗。","","3","3","代码错误","Windows","","[步骤]
[结果]

[期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-30","主干(#trunk)","Closed","2018-10-31","马瑞君","已解决","主干(#trunk)","2018-10-31","许宁","2018-10-31","0","","","许宁","2018-10-31","",""
"1794","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","点首页最近学习进详情页，返回应返回到首页。","","3","3","代码错误","Windows","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-30","主干(#trunk)","Closed","2018-11-24","姜文乐","已解决","主干(#trunk)","2018-11-06","姜文乐","2018-11-24","0","","","姜文乐","2018-11-24","",""
"1798","AC-直播学生端(#10)","通用(#16)","AC_iPhone_1.1.0(#59)","","","新用户弹出“首次登陆弹窗”后，从其他页切换到首页，“首次登陆弹窗”能不断出现","","3","3","代码错误","IOS","","[步骤]
新用户弹出“首次登陆弹窗”后，从其他页切换到首页，“首次登陆弹窗”能不断出现
[结果]
[期望]
“首次登陆弹窗” 只弹出一次","已关闭","0000-00-00","1","已确认",",","carriere.zhang","2018-10-30","AC-iphone1.1.1 - 11.2(#122)","Closed","2018-11-07","俞立荣","已解决","AC-iphone1.1.1-11.6(#142)","2018-11-06","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1799","AC-直播学生端(#10)","通用(#16)","AC_iPhone_1.1.0(#59)","","","新用户 未购买会员，点击进入教室的提示框需要修改","","3","3","代码错误","IOS","","[步骤]
新用户 未购买会员，点击进入教室的提示框需要修改
[结果]

[期望]
","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-10-30","AC_iphone1.1_10.27(#99)","Closed","2018-11-05","俞立荣","已解决","AC-iphone1.1.1 - 11.1(#121)","2018-11-01","carriere.zhang","2018-11-05","0","","","carriere.zhang","2018-11-05","",""
"1800","AC-直播学生端(#10)","通用(#16)","AC_iPad_1.1.1(#71)","","","未购买会员的新用户，点击进入教室按钮-弹窗-取消，能多次弹出“首次登陆弹窗”","","3","3","代码错误","IOS","","[步骤]
未购买会员的新用户
1.点击进入教室按钮，弹出前往购买的弹窗
2.点击取消按钮，还会再次弹出“首次登陆弹窗”
[结果]
[期望]
“首次登陆弹窗” 只有刚登陆时弹出
点击取消按钮，关闭弹窗即可","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-10-30","AC_iPad_1030(#111)","Closed","2018-11-05","龚慧超","已解决","AC_iPad_1030(#111)","2018-10-31","carriere.zhang","2018-11-05","0","","","carriere.zhang","2018-11-05","",""
"1801","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","教室中上课当老师翻课件瞬间会显示老师状态为连接中。","","3","3","代码错误","Windows","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-30","主干(#trunk)","Closed","2019-01-15","黄冬琴","设计如此","主干(#trunk)","2019-01-15","黄冬琴","2019-01-15","0","","","黄冬琴","2019-01-15","",""
"1802","AC-直播学生端(#10)","通用(#16)","AC_iPad_1.1.1(#71)","","","做作业的时候，点击完成，出现闪退","","3","3","代码错误","IOS","","[步骤]
正式服正式课  同时做作业人数过多时容易出现闪退
做作业的时候，点击完成，出现闪退
账号 18701890651
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-10-30","AC_iPad_1030(#111)","Closed","2018-12-07","龚慧超","已解决","AC_iPad_1102(#114)","2018-11-06","carriere.zhang","2018-12-07","0","","","carriere.zhang","2018-12-07","",""
"1803","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","作业页面轮到你回答了未去掉。","","3","3","代码错误","Windows","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-31","主干(#trunk)","Closed","2018-10-31","马瑞君","已解决","主干(#trunk)","2018-10-31","许宁","2018-10-31","0","","","许宁","2018-10-31","",""
"1804","AC-直播学生端(#10)","通用(#16)","AC_iPad_1.1.0(#60)","","","正式服课件-发明大王爱迪生 中 filament 不在词库","","3","3","其他","全部","","[步骤]
正式服课件-发明大王爱迪生 中 filament 不在词库
[结果]

[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-10-31","iPad1.1-10-27测试(#94)","Closed","2018-11-19","张天舒","外部原因","主干(#trunk)","2018-11-08","carriere.zhang","2018-11-19","0","","","carriere.zhang","2018-11-19","",""
"1806","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","课程阶段页左侧第一节课程记录作业做好后的状态会出现异常。","","3","3","代码错误","Windows","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-31","主干(#trunk)","Closed","2018-10-31","姜文乐","已解决","主干(#trunk)","2018-10-31","许宁","2018-10-31","0","","","许宁","2018-10-31","",""
"1807","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","老师提前下课来到作业页面还会弹一次上课提示。","","3","3","代码错误","Windows","","[步骤]
[结果]

[期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-31","主干(#trunk)","Closed","2018-10-31","马瑞君","已解决","主干(#trunk)","2018-10-31","许宁","2018-10-31","0","","","许宁","2018-10-31","",""
"1808","AC-直播学生端(#10)","通用(#16)","AC_iPad_1.1.1(#71)","","","预习时弹出的钻石奖励框，关闭时会闪出一个画面","","3","3","代码错误","IOS","","[步骤]
预习时弹出的钻石奖励框，关闭时会闪出一个画面
[结果]
现象参考附件视频
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-10-31","AC_iPad_1031(#112)","Closed","2018-11-06","龚慧超","已解决","AC_iPad_1031(#112)","2018-10-31","carriere.zhang","2018-11-06","0","","","carriere.zhang","2018-11-06","b8926a26fd7121c71344df0c7e25a456
",""
"1811","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","首页最近学习，L0显示绿色，L1课程判断是否完成作业，完成作业绿色，未完成红色。","","3","3","代码错误","Windows","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-10-31","主干(#trunk)","Closed","2018-10-31","姜文乐","已解决","主干(#trunk)","2018-10-31","许宁","2018-10-31","0","","","许宁","2018-10-31","",""
"1813","AC-直播学生端(#10)","通用(#16)","AC_iPhone_1.1.0(#59)","","","课程详情界面，做完作业后点击返回，作业状态有没有进行刷新","","3","3","代码错误","","","[步骤]
课程详情界面，做完作业后点击返回，课程详情界面的作业状态没有进行刷新，仍显示未做作业，
[结果]
[期望]
同预习一样，作业完成，回到课程详情界面，需要刷新","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-10-31","AC_iphone1.1_10.27(#99)","Closed","2018-11-05","俞立荣","已解决","AC-iphone1.1.1 - 11.1(#121)","2018-11-01","carriere.zhang","2018-11-05","0","","","carriere.zhang","2018-11-05","",""
"1826","AC-直播学生端(#10)","通用(#16)","AC_iPad_1.1.1(#71)","","","学生从教室返回首页时，快速滑动，会导致首页的课次显示异常 ","","3","3","代码错误","IOS","","[步骤]
学生从教室返回首页时，快速滑动，会导致首页的课次显示异常
[结果]

[期望]

","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-10-31","AC_iPad_1031(#112)","Closed","2018-11-06","龚慧超","已解决","AC_iPad_1031(#112)","2018-10-31","carriere.zhang","2018-11-06","0","","","carriere.zhang","2018-11-06","",""
"1845","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","PC端AC1.1.0版本，CRM端监课功能无法使用。","","2","2","代码错误","Windows","","[步骤]
[结果]

[期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-11-01","主干(#trunk)","Closed","2019-01-04","马瑞君","已解决","主干(#trunk)","2018-11-05","黄冬琴","2019-01-04","0","","","黄冬琴","2019-01-04","",""
"1851","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","某些课课程阶段页的上课状态与课程详情页的状态不一致 。","","3","3","代码错误","Windows","","[步骤]
[结果]


[期望]","已关闭","0000-00-00","0","已确认",",","许宁","2018-11-01","主干(#trunk)","Closed","2019-01-04","马瑞君","已解决","主干(#trunk)","2018-11-01","黄冬琴","2019-01-04","0","","","黄冬琴","2019-01-04","",""
"1913","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","上课提示弹框需修改。","","3","2","代码错误","Windows","","[步骤]
[结果]

[期望]
","已关闭","0000-00-00","0","已确认",",","许宁","2018-11-01","主干(#trunk)","Closed","2018-11-24","姜文乐","已解决","主干(#trunk)","2018-11-05","姜文乐","2018-11-24","0","","","姜文乐","2018-11-24","",""
"1917","AC-直播学生端(#10)","通用(#16)","AC_iPhone_1.1.1(#72)","","","登录界面。获取验证码的显示有一块蓝色区块，且点击获取验证码没有60S倒计时","","3","3","代码错误","IOS","","[步骤]
登录界面。获取验证码的显示有一块蓝色区块，且点击获取验证码没有60S倒计时
[结果]

[期望]","已关闭","0000-00-00","1","已确认",",","carriere.zhang","2018-11-01","AC-iphone1.1.1 - 11.1(#121)","Closed","2018-11-07","俞立荣","已解决","AC-iphone1.1.1-11.6(#142)","2018-11-06","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1946","AC-直播学生端(#10)","通用(#16)","AC_iPad_1.1.1(#71)","","","Ipad L0的回放不会翻页","","1","1","代码错误","IOS","","[步骤]
Ipad L0的回放不会翻页
调试模式下读取不到翻页的时间戳
测试服课次ID32128
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-11-02","AC_iPad_1102(#114)","Closed","2018-11-07","龚慧超","已解决","AC_iPad_1102(#114)","2018-11-06","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1958","AC-直播学生端(#10)","通用(#16)","AC_iPhone_1.1.1(#72)","","","会员中心的UI显示与蓝湖不符（圆角、对齐）","","3","3","代码错误","IOS","","[步骤]
会员中心的UI显示与蓝湖不符
[结果]

[期望]
","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-11-02","AC-iphone1.1.1 - 11.2(#122)","Closed","2018-11-07","俞立荣","已解决","AC-iphone1.1.1-11.6(#142)","2018-11-06","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1970","AC-直播学生端(#10)","通用(#16)","AC_iPad_1.1.1(#71)","","","IOS端  L0 课件中，当遇到滚轮选择题，播放图片音效后，导致回放视频暂停，无法继续播放回放视频","","1","1","代码错误","IOS","","[步骤]
L0 课件中，当遇到滚轮选择题，播放图片音效后，导致回放视频暂停，无法继续播放回放视频
[结果]

[期望]","已关闭","0000-00-00","0","已确认","俞立荣,","carriere.zhang","2018-11-05","AC_iPad_1102(#114)","Closed","2018-11-07","龚慧超","已解决","AC_iPad_1102(#114)","2018-11-06","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1972","AC-直播学生端(#10)","直播间(#17)","AC_iPhone_1.1.1(#72)","","","L1的回放  11月3日的回放视频与课件没有匹配","","2","2","代码错误","全部","","[步骤]
L1的回放  11月3日的回放视频与课件翻页时间没有匹配
[结果]
1.进入回放 前2s显示第2页，从第2s翻到了第一页
2.17页之前，课件翻页时间比视频快了大概5S左右
3.18页及以后老师断线重连，翻页时间比是课件快了31s左右
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-11-05","AC-iphone1.1.1 - 11.2(#122)","Closed","2019-01-05","carriere.zhang","外部原因","主干(#trunk)","2019-01-05","carriere.zhang","2019-01-05","0","","","carriere.zhang","2019-01-05","",""
"1976","AC-直播学生端(#10)","直播间(#17)","AC_iPhone_1.1.1(#72)","","","当出现低电量提示、来电等中断视频的情况时，回放并不会继续播放","","3","3","代码错误","IOS","","[步骤]
当出现低电量提示、来电等中断视频的情况时，回放并不会继续播放
[结果]
[期望]","已关闭","0000-00-00","1","已确认",",","carriere.zhang","2018-11-05","AC-iphone1.1.1 - 11.2(#122)","Closed","2018-11-07","俞立荣","已解决","AC-iphone1.1.1 - 11.7(#143)","2018-11-07","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1977","AC-直播学生端(#10)","直播间(#17)","AC_iPad_1.1.1(#71)","","","ipad 出现低电量提示时，回放视频暂停，不会继续播放视频","","3","3","代码错误","IOS","","[步骤]
ipad 出现低电量提示时，回放视频暂停，不会继续播放视频
[结果]
[期望]","已关闭","0000-00-00","2","已确认",",","carriere.zhang","2018-11-05","AC_iPad_1102(#114)","Closed","2018-11-07","龚慧超","已解决","AC_iPad_1107(#136)","2018-11-07","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1991","AC-直播学生端(#10)","通用(#16)","AC_Windows_1.1.0(#61)","","","学生未上课， 在回放中默认显示403颗钻石","","3","2","代码错误","","","[步骤]
[结果]

[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-11-05","ac_windows_test_10.27(#104)","Closed","2018-11-07","马瑞君","已解决","主干(#trunk)","2018-11-07","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
"1998","AC-直播学生端(#10)","直播间(#17)","AC_iPhone_1.1.1(#72)","","","回放刚进入的时候默认显示第2页的课件，应该显示为第一页","","3","3","代码错误","","","[步骤]
回放刚进入的时候默认显示第2页的课件，应该显示为第一页
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2018-11-05","AC-iphone1.1.1 - 11.2(#122)","Closed","2018-11-07","俞立荣","已解决","AC-iphone1.1.1-11.6(#142)","2018-11-06","carriere.zhang","2018-11-07","0","","","carriere.zhang","2018-11-07","",""
